Date,ITUB4.SA,PETR4.SA,VALE3.SA
2024-01-15,1.1754014538924358,2.0073912025384546,1.4144272180550173
2024-01-16,1.8816338825793564,1.8644933044452743,2.1776241570990744
2024-01-17,1.0051765886700597,0.8725590526640011,2.1159407021342793
2024-01-18,1.4050101348423483,1.5441906154185054,2.028987718665082
2024-01-19,1.0088708437079312,1.7996293093758453,2.1454798221863527
2024-01-22,3.7535205393466935,1.5578883647223551,1.2963831599903637
2024-01-23,1.398815983424386,2.511350839019373,1.9284145415263159
2024-01-24,2.352214342752114,2.038656204478277,1.5483897219422025
2024-01-25,1.3023247211924671,3.015991814758381,4.5279142282090445
2024-01-26,1.7310653537693046,3.0326402205171523,3.4222186053240766
2024-01-29,1.3251185484297832,1.9081051634314683,1.8466868603896882
2024-01-30,1.2681740419395433,1.7228525706630975,2.518779054125876
2024-01-31,2.6485979952440184,2.6381318199105923,1.2101529943514853
2024-02-01,2.5434284799239304,2.975173232473499,1.6679003599960778
2024-02-02,2.1745870050300526,1.8527506412773849,2.0634090508158502
2024-02-05,1.7378008767440418,1.8323967613192587,1.3006862952838363
2024-02-06,4.777646782889336,2.616908176346409,1.7178548248440388
2024-02-07,2.2580630033495317,1.883154583475934,0.8421015918703016
2024-02-08,2.894268704889944,1.409460449080807,2.3040724798249554
2024-02-09,1.9857741206436532,2.4939530581634237,1.8507175517040775
2024-02-14,0.9378675866101437,1.321588123986817,0.961681014920245
2024-02-15,1.4352719838668644,3.549573603675999,1.2761405586889087
2024-02-16,1.4877542381295565,1.9733665935743148,2.9846298857913753
2024-02-19,1.1287999031259834,0.8928506606121439,1.4255656616793941
2024-02-20,3.0381151344348267,1.710216738239806,1.794750920583152
2024-02-21,0.9864706248160927,1.400427575669856,1.5701201269131164
2024-02-22,1.6686208263444715,2.1052657516199407,1.4970059196332381
2024-02-23,1.5057508365760954,1.5140616651625416,2.7215970987422278
2024-02-26,0.8196716126074927,2.1515602959249227,1.680681672736385
2024-02-27,1.3081368595329976,1.0382223115138556,1.9740770743594749
2024-02-28,1.2478263533425542,7.808176381326431,1.341775011427421
2024-02-29,2.993482207146701,3.4880884757081865,1.488954015598654
2024-03-01,1.061636720746483,1.7688069139725906,1.0396184774110844
2024-03-04,1.1535059691233474,1.824086791320148,1.2200595963855965
2024-03-05,1.3095238860907694,1.9187031300741497,1.0518330144145465
2024-03-06,1.5699060228934296,1.8199938447468544,1.3752511520190014
2024-03-07,2.5074676354084535,1.638529958822484,1.805604264471134
2024-03-08,1.8127765382828807,5.584054086540819,1.6388494780695362
2024-03-11,0.8237711588541644,6.9121883686743875,1.6635240713858384
2024-03-12,1.4063828084397578,2.959069964987276,3.1486974154576997
2024-03-13,2.1052626922997293,2.8091446411069723,1.8245122863114596
2024-03-14,1.0998527875296689,2.1300044552285446,1.6121011304995558
2024-03-15,1.453484701475319,1.4190377176349027,1.482481568508903
2024-03-18,1.6579432575388093,3.436623156910216,1.6497278889467306
2024-03-19,0.6062351714094835,3.6276632480644055,1.2234910429600308
2024-03-20,1.2731419241284716,2.5970406855929977,1.4773498899047748
2024-03-21,1.9258796454176843,3.867715964999715,1.6885872916882028
2024-03-22,1.7554334439008061,2.2297513652912317,1.0339751599537013
2024-03-25,0.5663176368127618,1.8528815997506851,1.104696046313245
2024-03-26,2.412150397888143,1.3823611426922633,1.5606650491599237
2024-03-27,1.551971029722239,1.4950191901879077,1.6418153204611048
2024-03-28,1.1631334613610929,2.8790765064863373,1.698019748536069
2024-04-01,4.068210853315703,1.343724838221368,1.4754123375063937
2024-04-02,1.2673498308609237,2.3298942479476508,1.9086492629762075
2024-04-03,1.726752161075194,2.0669729869138487,1.8001654274517935
2024-04-04,3.311870189463869,5.476888112066283,1.861397341973134
2024-04-05,1.4140802834777078,3.7664826334282053,1.4594848565287322
2024-04-08,1.9458827558266445,3.525051278004479,3.832239901796639
2024-04-09,1.051682028912555,2.8376194886722157,2.999517272532591
2024-04-10,2.509177417462756,2.767717793707764,1.660427238639835
2024-04-11,1.1674387604699383,1.4285651726904693,1.271806222092617
2024-04-12,1.0497156105615995,3.488368081413325,3.20794858426652
2024-04-15,2.6423386393693633,2.1227017140857294,1.4364096236267883
2024-04-16,1.561503159588119,1.9512151646896334,1.4826980228493396
2024-04-17,1.2428310129964488,1.5505861921340958,2.4370596490355347
2024-04-18,2.0408189985614946,2.3707404553199396,1.3083530532828311
2024-04-19,1.653415122042657,3.087348236760558,2.351423870002685
2024-04-22,1.4705823426212856,2.640670490464431,2.0545788277196397
2024-04-23,2.8980873199044654,1.6357470669391923,1.7416575718236231
2024-04-24,1.4863990343316726,1.8927508161193671,1.4885111469498602
2024-04-25,1.7488094773464125,3.407978697126797,1.825231902601065
2024-04-26,1.9861273303500935,1.7287535664679554,0.0
2024-04-29,1.8606155210195734,2.008716934135532,1.8312126430731668
2024-04-30,2.678569767341699,1.4175881012238485,1.2871466222198678
2024-05-02,1.8718311350103816,1.2906331585994169,1.6292292935919317
2024-05-03,1.5897687008400985,3.1432137890715195,1.6890287617944058
2024-05-06,1.7757036714890186,1.6112773665144111,1.1727852640423622
2024-05-07,3.293966352328489,1.6250038146972652,1.3685804224762308
2024-05-08,2.2992072505540215,2.530390530920495,1.0064525913036293
2024-05-09,2.169868437323613,2.1983428335821777,1.80307549057558
2024-05-10,2.197464543220562,1.421687114669605,1.2312862235688382
2024-05-13,1.4058689556987096,1.1081737358955692,1.0250095796948835
2024-05-14,2.285886023628493,2.838643909312414,1.1402739694030508
2024-05-15,1.1754014538924475,3.4933369954427094,1.8594395244239819
2024-05-16,1.5096646214129543,3.7862507622479704,1.179932407429784
2024-05-17,0.9376865608957898,2.492467513687616,1.8106495908082831
2024-05-20,1.212119505525799,1.6653032830035626,1.3390097946936081
2024-05-21,1.370694749779776,1.421931807774311,1.820936146368599
2024-05-22,1.6398456283921847,2.8838210421887074,1.9514391630831118
2024-05-23,1.2168498268279764,3.1173076269119653,1.2697424459190687
2024-05-24,1.6073116645008663,1.695375819137658,1.1710356215129165
2024-05-27,0.8544259043004762,1.0629687079404668,0.9117663044855824
2024-05-28,2.0317486975015586,2.352315080739322,3.0623559402274534
2024-05-29,1.873997165180602,1.2820501064172234,1.206921243132097
2024-05-31,1.3225757924098898,2.6121314615080915,1.051122531913993
2024-06-03,1.8012281356843522,1.2747182517491902,1.8803693843978821
2024-06-04,1.6041025245665002,1.9363382691332693,1.1532137630002195
2024-06-05,0.9894643600731439,0.9456280883566895,1.4425450374306548
2024-06-06,1.716463226152121,1.1758577411988542,1.6070265256703267
2024-06-07,1.5001576452279535,4.3678800425722715,0.9955176199833641
2024-06-10,2.2322888327669914,2.5323342361381997,1.506622225865692
2024-06-11,1.440464977543037,1.3333333333333375,2.2274356915884743
2024-06-12,1.8940578304449969,4.043803993337723,2.5705239850603423
2024-06-13,1.6041025245665166,3.845050821402319,1.3782763193835244
2024-06-14,1.3897898014517094,3.95314323221351,1.0288794620833548
2024-06-17,2.2690980938009613,2.5094852607646603,1.0193860441111353
2024-06-18,1.6078183359241323,3.7909239126743253,1.095981125927317
2024-06-19,2.183538945381027,1.5462447055926631,1.1760856579954764
2024-06-20,1.8832398867068907,1.906073514272915,1.315355542707491
2024-06-21,1.7067051844750725,1.594277073470882,1.0207423687058719
2024-06-24,2.751720002384022,1.589917319991099,1.1258282913857685
2024-06-25,1.3647643761019153,0.9793270587302618,1.2607865819856172
2024-06-26,1.7918852489086277,1.1168615026894066,1.099986841768221
2024-06-27,1.0223032212744017,1.7148965564895133,1.1501819847507375
2024-06-28,1.5288601824917385,1.219833189182084,1.4763138488365022
2024-07-01,1.5231572718459918,1.5191147504490619,1.16613957624198
2024-07-02,1.3341569772509627,1.7169611628277321,1.4089034278164085
2024-07-03,1.6178274353463382,2.7277612282275037,2.1906943392237945
2024-07-04,1.0334302182373587,2.262931510664359,1.3629877678684712
2024-07-05,1.4412738350704393,1.4551358303581126,1.0444688427847915
2024-07-08,1.2269921162987303,3.298470131504244,0.9095317156143411
2024-07-09,1.6897099770161055,1.1235962896063882,0.8292145835677802
2024-07-10,1.1480402104930751,1.527124376106658,1.4715392062851118
2024-07-11,0.8388251320731304,0.8921546763122847,1.37451240624799
2024-07-12,1.1104443839979816,0.9701073356209553,1.5493852463810531
2024-07-15,0.8687868719412819,1.3874313317057947,1.2175619329136265
2024-07-16,0.9844852906144825,1.023351832596145,1.5805788456664958
2024-07-17,1.9041976822561153,0.9128807322069539,0.7145154492137357
2024-07-18,1.302931700313488,0.8083478112788092,1.3920708401636182
2024-07-19,1.6441562963643526,0.9898439024661693,1.5552654910068913
2024-07-22,0.8194253783249996,1.874337551353139,0.8891831378193771
2024-07-23,0.8797657118311835,1.5228418118537943,0.999997456868485
2024-07-24,0.8223259571155994,1.3333333333333273,0.896862520741345
2024-07-25,1.0933808486599674,1.2878978705146185,1.5433128627278054
2024-07-26,1.2382067357753233,1.8973889201286773,1.1965306949958434
2024-07-29,1.051091513742268,3.5694758844504966,1.0629561651058366
2024-07-30,1.083772928698614,1.0442458765837022,1.511627634350996
2024-07-31,1.6543563730412194,1.2175345619218463,1.514157355262023
2024-08-01,2.554856417448664,2.8268575418502,2.739949647517427
2024-08-02,2.2872803022773858,2.99468152402123,2.510104192131185
2024-08-05,2.102006975270978,3.1791975067314038,2.6654701665432694
2024-08-06,2.8173338515606163,3.7351434327245143,2.1669648973992004
2024-08-07,3.356517150064734,2.0833333333333255,0.9996487026450223
2024-08-08,1.78890950332803,2.184737054372203,1.1967622471453958
2024-08-09,2.4000067616105234,3.8504745963475786,1.168141322853298
2024-08-12,1.015375006966753,2.7445710792659934,1.0438785346946116
2024-08-13,2.535292555666969,1.785230796915715,0.8315662011615728
2024-08-14,3.3436276054890635,2.260495575987987,1.0994964228274293
2024-08-15,1.4496725064414133,1.4736878244500446,1.2030921173721223
2024-08-16,2.3198589671074634,1.9458367136988854,1.0084663886212757
2024-08-19,1.3050647450024373,1.0156233701855635,2.058197010024619
2024-08-20,1.6875295273552648,2.0849852949408505,1.3729955297335914
2024-08-21,1.2733718387456532,2.2403856604780623,0.7917433928588054
2024-08-22,1.2396669614711104,1.193702168809563,0.916166997361691
2024-08-23,1.8696767575553288,1.7348858775747908,1.9738009923410273
2024-08-26,1.0479963545050688,5.0384555078423325,0.8613264540420387
2024-08-27,1.0459770949075273,1.0783007977369368,1.7769491188849944
2024-08-28,3.4225748179933713,2.7849455003883614,1.3974091522830003
2024-08-29,1.136362839054792,1.4002114787429751,1.47208590362822
2024-08-30,1.538038035245682,1.980453797865598,1.1001992062227381
2024-09-02,0.9906466938858537,1.311396616699919,0.7874065621153142
2024-09-03,1.7326841537823399,1.1464268224695895,2.6208597666786027
2024-09-04,2.079955392501151,1.0384156449329,1.7177215956040075
2024-09-05,1.238557733261652,1.540470402978452,1.60408929094844
2024-09-06,1.9256869624542945,2.6154243669862933,1.6613619587991089
2024-09-09,1.298357561726613,1.7016734359538672,1.182286933634902
2024-09-10,0.9724500127023132,2.486481537690035,1.7343129186669488
2024-09-11,1.0770102663287242,2.603750819042527,1.6575603184300312
2024-09-12,1.5803753872917832,1.551019577752976,1.000693306101288
2024-09-13,2.0503045286316515,2.623665155696249,1.6715513374251372
2024-09-16,1.058920378833796,1.5070004725256116,0.8092241583824483
2024-09-17,0.8728871048405277,1.3351440152130574,1.1226212332500838
2024-09-18,1.285562206634517,2.15767288070096,1.2532591757080023
2024-09-19,1.4022605390574678,1.6302850925019319,1.1689880120003306
2024-09-20,1.5872979574603447,0.914892802458329,2.1246691277659777
2024-09-23,1.152652521231464,2.0430641602147506,2.2261522441675825
2024-09-24,2.280399573221704,1.6067541747663228,1.8444035883227683
2024-09-25,1.0899954399813934,1.2716483559129184,1.3737203843235015
2024-09-26,1.5134794148888095,2.6410812232483347,3.0904667204165275
2024-09-27,0.9309927346447131,1.2524374036106831,2.9602703827547905
2024-09-30,2.4646888281056656,1.0022289217787295,2.849947128210413
2024-10-01,2.4837709568593818,4.716713760377831,1.74188194385128
2024-10-02,2.083327629611828,1.552883145247134,2.1572568814823656
2024-10-03,1.9336225095967603,2.230588152314784,2.194456071100142
2024-10-04,1.4727051751547975,1.406962091203578,1.1396454143939863
2024-10-07,1.3486352578122554,1.2664895063620962,2.0820036520656373
2024-10-08,0.6804689261060785,0.8010660372467205,0.7749338733409823
2024-10-09,1.645967911229575,1.3780117788704118,1.3444006195701608
2024-10-10,1.1570709589798231,1.1254072536898432,1.1522646303530055
2024-10-11,1.2156287403576418,0.8842492865841446,2.1154492050034475
2024-10-14,1.2998240717575473,1.4725651251067502,1.9403205465198878
2024-10-15,1.6700257045734936,0.9444103107166637,1.0401206394080043
2024-10-16,1.2051642134835705,1.0486776519147514,1.2991218143437961
2024-10-17,2.576726437119895,1.4172812134834214,1.1213725462072808
2024-10-18,1.0279868919144475,1.8126884102665566,1.6705295261737068
2024-10-21,1.1999992590767734,2.3480620337204403,1.841713293381242
2024-10-22,1.264004687334426,0.8613435513653271,1.2687784677348533
2024-10-23,1.14286172952474,1.0401994238380734,1.267962773714991
2024-10-24,1.5301766554567624,1.3217024405372282,0.8275657592355758
2024-10-25,1.5900046472490055,1.7852251927087244,3.222076583261662
2024-10-28,1.1834373211703695,2.235429858846488,1.1095070857742548
2024-10-29,1.6690211762815848,1.7318406287644181,1.2609690049309121
2024-10-30,1.3094230638747717,1.4504894836719184,0.9175784040969326
2024-10-31,1.6847549237855692,1.1787767509251121,1.278318649320612
2024-11-01,1.4659321621719839,3.0311606740797097,1.0519464339711682
2024-11-04,1.8629976421961598,1.6110787948446665,1.2073406517961809
2024-11-05,2.9494363606961267,1.627175891199562,1.8560386424652255
2024-11-06,2.5619413508979934,1.1986248800558605,1.4652607261351973
2024-11-07,2.5871785033083334,1.7578648251712503,3.209680126559361
2024-11-08,1.4048156309592017,2.194706694439318,3.9363458024943987
2024-11-11,1.4608994486504987,1.4484585542191675,2.080131925431484
2024-11-12,1.7888070325995744,2.1188785209975713,2.4300688306092297
2024-11-13,1.6035002321685337,1.4782396210573823,1.068115222959742
2024-11-14,1.2876729690371858,1.2750982444941479,0.8796622073500019
2024-11-18,1.0227993940033118,2.956985084841641,1.4217966319779423
2024-11-19,1.580794349144627,1.7264214736747354,0.9049781866498326
2024-11-21,1.23493008436007,1.5446120981069016,1.031288519541382
2024-11-22,1.3553338597305666,3.5352237254925143,1.7816601882334935
2024-11-25,0.7065034668977064,1.8135352664120301,0.7570585848116165
2024-11-26,2.8972736668392396,1.152065879213974,2.3447071160288653
2024-11-27,3.3511284728063395,1.5741951234879008,1.4236106190048492
2024-11-28,3.677598756340435,2.3970769758774426,2.6715536355290226
2024-11-29,2.3306376470469754,2.108829410332826,1.822867636765261
2024-12-02,2.0312496517878076,1.6249704943944059,1.175672955446683
2024-12-03,1.0565523308424767,1.0747137903447184,1.522147034492111
2024-12-04,1.5142141558161233,2.25757075025546,2.668540172392706
2024-12-05,2.1341383067149344,1.5302277552359296,1.6353091658919718
2024-12-06,2.1725850434513037,1.899388336386594,1.603523960197551
2024-12-09,1.1603093348803855,2.057920594596549,3.1180396233141527
2024-12-10,1.4373070152522915,0.7978052604208594,1.096302413804504
2024-12-11,3.369062738192722,2.027528268147524,1.95038387471033
2024-12-12,2.502317244760598,2.0199382983707785,1.7822519302355324
2024-12-13,1.8096721996574978,2.1360796740606545,1.8132824195672388
2024-12-16,1.26143679271289,1.136654691159791,2.1684148168245705
2024-12-17,1.8354427955907502,1.7446466176755988,1.3477088579256078
2024-12-18,3.142210285125926,2.9214690765682616,2.027028203751945
2024-12-19,2.0381740246071653,2.5689582874505383,2.9291039916395487
2024-12-20,1.4810055826275246,1.743392551374771,2.4188956619890667
2024-12-23,1.8211370412370138,0.8986873785052166,1.5257316049202214
2024-12-26,1.4290425769875226,1.123599839954156,1.838235242556532
2024-12-27,1.4619924098698331,1.095196245335276,1.1384553011474519
2024-12-30,1.1064129871969177,1.6773789948075546,1.1732344612273315
2025-01-02,2.01719344891822,2.4868791379690265,1.60427611880611
2025-01-03,2.682759425845395,1.9823822322491242,2.118000963052334
2025-01-06,3.7861162650694045,1.747080503121095,2.496191662952876
2025-01-07,1.984636792672112,2.617082046573572,1.8290350174382617
2025-01-08,1.7822372067051402,1.8940395853110983,1.672176949734552
2025-01-09,0.8085396593714168,0.7356960549066869,2.17051353852039
2025-01-10,1.931264091322492,1.6802138380670368,2.108143354879965
2025-01-13,1.6323824560247457,1.5147350286809045,2.830749895108957
2025-01-14,1.7422685956392858,1.503551693629554,1.5494852227585907
2025-01-15,3.9266127534615074,1.413044751479214,2.033699816653662
2025-01-16,1.695438505072136,1.278219240826481,2.4423085726224514
2025-01-17,1.4957949895443867,1.4925456568039481,2.85013618210146
2025-01-20,2.1739184416666264,0.8623004299680718,1.3578931914534627
2025-01-21,1.1374118242600233,1.7156787376759977,2.00938909826144
2025-01-22,1.3841866871225235,1.6203140928911115,3.5673460738307625
2025-01-23,1.6702732785552479,1.9346023697896768,2.2183671344404923
2025-01-24,0.8975582010605077,1.3736263160443025,1.1216733264320722
2025-01-27,3.095016055868571,2.275837643477378,2.682137826892429
2025-01-28,1.4558708266209557,1.654014622247231,2.360102478420522
2025-01-29,1.0542161714651839,1.5506080945264746,1.6720449089086118
2025-01-30,2.8588624991098714,1.9293453782401941,4.354353881339999
2025-01-31,1.2126545491547494,3.006708541972519,2.2407390453197267
2025-02-03,1.6546347443325389,1.1503485631052375,1.7813555515180914
2025-02-04,2.0168513188112978,1.4394317862294044,1.6725472741362133
2025-02-05,1.955558930669231,0.8707474689094545,1.113996411663208
2025-02-06,4.370257015185619,1.1444091558969014,1.2188432855500455
2025-02-07,2.2848714580654503,1.8146820643250148,2.236065570561174
2025-02-10,1.5583596154377628,0.8442199027460005,1.0211549448082737
2025-02-11,1.4534847014753138,1.1177749291192252,1.4708572275012786
2025-02-12,3.2209922054827027,1.7723605063162653,1.078610867200628
2025-02-13,1.0432183944472149,0.8606367833185328,1.6072398202800535
2025-02-14,2.496331015630221,3.241758944259513,1.4727297696200252
2025-02-17,1.3203224345211844,1.2009525849536142,1.1577413237717458
2025-02-18,1.4911737278159447,1.9358248739308839,0.8286847650497552
2025-02-19,1.007632018237334,2.0860864478720536,1.8457571253691212
2025-02-20,1.1944881062157817,0.6786695698592956,2.974504813725188
2025-02-21,0.8297503291015658,0.9431507142288911,1.0423878731863658
2025-02-24,2.011138243547234,1.8783044941877898,1.8963120411769583
2025-02-25,1.5629788091627257,1.6124683217793183,0.9667766619111973
2025-02-26,1.312980052970545,1.3245033112582607,1.7101505379583894
2025-02-27,1.1606571023994297,3.551302571834964,1.7496936016811737
2025-02-28,3.0369452915341886,2.066455837450645,1.7951003379482835
2025-03-05,1.7812527076136433,1.620843373826542,1.4984687492338242
2025-03-06,1.6144092196978443,3.203056690237146,1.7461768389296175
2025-03-07,2.0775199221467826,2.044992031261137,3.240322703478402
2025-03-10,1.952881593591259,1.8235262702493173,2.44131312124047
2025-03-11,1.66615035859962,2.919497737899132,2.452726787181396
2025-03-12,1.2033334075678896,1.2956491556780658,2.539978241512884
2025-03-13,2.1139653853164293,1.4688601250064242,2.7188064501486178
2025-03-14,3.660368396267741,4.044222964345059,2.2661348866168427
2025-03-17,3.503650998270993,2.2752848539581696,1.9593913444558877
2025-03-18,1.3685805337663917,1.39236981933885,1.6601950885535985
2025-03-19,1.1476459629475257,0.8326479653676647,1.2313118412098178
2025-03-20,2.1977945383993633,2.0134263268954444,1.2504454287322058
2025-03-21,1.000621744953846,2.349360052380926,1.0909711629570353
